#SampleID	female	male
L2S1.273670	0.0111111111111111	0.988888888888889
L2S10.274052	0.0106951871657754	0.989304812834225
L2S11.274220	0	1
L2S12.274348	0.0225988700564972	0.977401129943503
L2S13.273885	0	1
L2S14.274730	0.00558659217877095	0.994413407821229
L2S15.274449	0.0108108108108108	0.989189189189189
L2S16.273836	0.00564971751412429	0.994350282485876
L2S17.274246	0.0164835164835165	0.983516483516483
L2S18.274071	0	1
L2S19.275049	0	1
L2S2.274088	0.0104712041884817	0.989528795811518
L2S20.274098	0	1
L2S21.274770	0	1
L2S22.274974	0.0459183673469388	0.954081632653061
L2S23.275132	0.0113636363636364	0.988636363636364
L2S24.274902	0	1
L2S25.273926	0.00540540540540541	0.994594594594595
L2S26.274870	0	1
L2S28.274711	0.0115606936416185	0.988439306358382
L2S29.273464	0.0104712041884817	0.989528795811518
L2S3.273423	0.00555555555555556	0.994444444444444
L2S30.274665	0.031055900621118	0.968944099378882
L2S31.273258	0	1
L2S32.273780	0.021978021978022	0.978021978021978
L2S33.275034	0	1
L2S34.274160	0	1
L2S35.274125	0	1
L2S36.274819	0.0053475935828877	0.994652406417112
L2S38.274986	0.00526315789473684	0.994736842105263
L2S39.273828	0.00552486187845304	0.994475138121547
L2S4.274408	0.0208333333333333	0.979166666666667
L2S40.274521	0.0217391304347826	0.978260869565217
L2S41.274536	0	1
L2S42.274282	0	1
L2S43.273410	0.0146341463414634	0.985365853658537
L2S44.274128	0	1
L2S45.274136	0.00549450549450549	0.994505494505495
L2S46.274196	0.00540540540540541	0.994594594594595
L2S47.273331	0	1
L2S48.274848	0.0154639175257732	0.984536082474227
L2S49.273493	0.0115606936416185	0.988439306358382
L2S5.274932	0.0108108108108108	0.989189189189189
L2S50.274129	0.0105820105820106	0.989417989417989
L2S51.274458	0.00574712643678161	0.994252873563218
L2S52.274510	0.00574712643678161	0.994252873563218
L2S53.274744	0	1
L2S54.273803	0.00518134715025907	0.994818652849741
L2S55.273237	0.00568181818181818	0.994318181818182
L2S56.274152	0.0143540669856459	0.985645933014354
L2S57.273720	0.393617021276596	0.606382978723404
